2603,pg_catalog,pg_amproc,12,7077,13,17473,,,,
2611,pg_catalog,pg_inherits,0,0,6,1046,,,,
13158,information_schema,sql_implementation_info,1,1,,,0,0,0,0
4177,pg_toast,pg_toast_1262,0,0,0,0,,,,
13183,information_schema,sql_sizing_profiles,0,0,,,0,0,0,0
3439,pg_toast,pg_toast_3381,0,0,0,0,,,,
2846,pg_toast,pg_toast_2396,0,0,0,0,,,,
35405,pg_toast,pg_toast_35402,0,0,0,0,,,,
13170,pg_toast,pg_toast_13168,0,0,0,0,,,,
4185,pg_toast,pg_toast_1213,0,0,0,0,,,,
2619,pg_catalog,pg_statistic,62,13084,15,35070,17,812,6,1354
2618,pg_catalog,pg_rewrite,25,1864,12,2200,68,1574,12,2694
13153,information_schema,sql_features,8,8,,,0,0,0,0
2609,pg_catalog,pg_description,40,40,6,4,0,0,0,0
13165,pg_toast,pg_toast_13163,0,0,0,0,,,,
2613,pg_catalog,pg_largeobject,0,0,1,1,,,,
2600,pg_catalog,pg_aggregate,5,34,6,57,0,0,0,0
3350,pg_catalog,pg_partitioned_table,0,0,1,1,0,0,0,0
3256,pg_catalog,pg_policy,0,0,2,6,0,0,0,0
1255,pg_catalog,pg_proc,240,54811,85,61647,0,0,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,,,,
2834,pg_toast,pg_toast_2609,0,0,0,0,,,,
2615,pg_catalog,pg_namespace,6,53085,12,16395,0,0,0,0
13163,information_schema,sql_languages,1,1,,,0,0,0,0
3601,pg_catalog,pg_ts_parser,1,1,2,2,,,,
3600,pg_catalog,pg_ts_dict,1,1,2,2,0,0,0,0
4173,pg_toast,pg_toast_1418,0,0,0,0,,,,
1262,pg_catalog,pg_database,0,2243931,24,39274,0,0,0,0
2620,pg_catalog,pg_trigger,6,789,15,366,0,0,0,0
2602,pg_catalog,pg_amop,16,23195,26,31745,,,,
4143,pg_toast,pg_toast_826,0,0,0,0,,,,
4167,pg_toast,pg_toast_3256,0,0,0,0,,,,
2832,pg_toast,pg_toast_2606,0,0,0,0,,,,
2836,pg_toast,pg_toast_1255,0,0,0,0,,,,
35361,pg_toast,pg_toast_35358,7,27,4,43,,,,
3576,pg_catalog,pg_transform,0,0,2,10,,,,
6102,pg_catalog,pg_subscription_rel,0,0,1,1,,,,
13168,information_schema,sql_packages,1,1,,,0,0,0,0
6100,pg_catalog,pg_subscription,0,0,4,20,0,0,0,0
4175,pg_toast,pg_toast_1260,0,0,0,0,,,,
4161,pg_toast,pg_toast_3456,0,0,0,0,,,,
2610,pg_catalog,pg_index,20,14139,14,16925,,,,
2604,pg_catalog,pg_attrdef,0,0,6,8812,0,0,0,0
2830,pg_toast,pg_toast_2604,0,0,0,0,,,,
2336,pg_toast,pg_toast_2620,0,0,0,0,,,,
13185,pg_toast,pg_toast_13183,0,0,0,0,,,,
2396,pg_catalog,pg_shdescription,1,1,1,1,0,0,0,0
3456,pg_catalog,pg_collation,22,335,4,175,0,0,0,0
2753,pg_catalog,pg_opfamily,2,2,2,2,,,,
3466,pg_catalog,pg_event_trigger,0,0,4,10,0,0,0,0
1261,pg_catalog,pg_auth_members,2,32,4,40,,,,
3592,pg_catalog,pg_shseclabel,0,0,2,48,0,0,0,0
3603,pg_catalog,pg_ts_config_map,3,3,1,1,,,,
4147,pg_toast,pg_toast_3079,0,0,0,0,,,,
3602,pg_catalog,pg_ts_config,1,5,4,8,,,,
13155,pg_toast,pg_toast_13153,0,0,0,0,,,,
4179,pg_toast,pg_toast_1136,0,0,0,0,,,,
35420,pg_toast,pg_toast_35417,0,0,0,0,,,,
3596,pg_catalog,pg_seclabel,0,0,2,113,0,0,0,0
4165,pg_toast,pg_toast_3350,0,0,0,0,,,,
1214,pg_catalog,pg_shdepend,6,25,24,24,,,,
35315,pg_toast,pg_toast_35312,0,0,0,0,,,,
3429,pg_catalog,pg_statistic_ext_data,0,0,1,2,0,0,0,0
1247,pg_catalog,pg_type,36,41871,27,72175,0,0,0,0
6000,pg_catalog,pg_replication_origin,0,0,2,2,0,0,0,0
2966,pg_toast,pg_toast_2964,0,0,0,0,,,,
2601,pg_catalog,pg_am,4,3459,2,2,,,,
1213,pg_catalog,pg_tablespace,8,810,15,1345,0,0,0,0
2224,pg_catalog,pg_sequence,3,196,6,336,,,,
4153,pg_toast,pg_toast_3118,0,0,0,0,,,,
4171,pg_toast,pg_toast_1247,0,0,0,0,,,,
13180,pg_toast,pg_toast_13178,0,0,0,0,,,,
1136,pg_catalog,pg_pltemplate,1,1,1,1,0,0,0,0
2964,pg_catalog,pg_db_role_setting,0,0,6,53367,0,0,0,0
3501,pg_catalog,pg_enum,0,0,9,417,,,,
2605,pg_catalog,pg_cast,6,5298,7,47433,,,,
3079,pg_catalog,pg_extension,1,5,2,10,0,0,0,0
6104,pg_catalog,pg_publication,0,0,4,14,,,,
2612,pg_catalog,pg_language,6,243,9,121,0,0,0,0
3381,pg_catalog,pg_statistic_ext,0,0,5,7846,0,0,0,0
2617,pg_catalog,pg_operator,42,33562,27,23719,,,,
4181,pg_toast,pg_toast_6000,0,0,0,0,,,,
4149,pg_toast,pg_toast_2328,0,0,0,0,,,,
1260,pg_catalog,pg_authid,9,34589,18,40468,0,0,0,0
4151,pg_toast,pg_toast_1417,0,0,0,0,,,,
4060,pg_toast,pg_toast_3592,0,0,0,0,,,,
13178,information_schema,sql_sizing,1,1,,,0,0,0,0
2838,pg_toast,pg_toast_2618,68,1574,6,1347,,,,
3598,pg_toast,pg_toast_3596,0,0,0,0,,,,
4157,pg_toast,pg_toast_2612,0,0,0,0,,,,
4159,pg_toast,pg_toast_2600,0,0,0,0,,,,
13173,information_schema,sql_parts,1,1,,,0,0,0,0
13175,pg_toast,pg_toast_13173,0,0,0,0,,,,
2840,pg_toast,pg_toast_2619,17,812,6,1354,,,,
1259,pg_catalog,pg_class,55,187064,35,69686,,,,
1417,pg_catalog,pg_foreign_server,0,0,6,410,0,0,0,0
1418,pg_catalog,pg_user_mapping,0,0,2,16,0,0,0,0
3764,pg_catalog,pg_ts_template,1,1,2,2,,,,
4183,pg_toast,pg_toast_6100,0,0,0,0,,,,
6106,pg_catalog,pg_publication_rel,0,0,2,2,,,,
35351,pg_toast,pg_toast_35348,0,0,0,0,,,,
3541,pg_catalog,pg_range,6,416,6,617,,,,
2608,pg_catalog,pg_depend,177,6806,34,7721,,,,
4163,pg_toast,pg_toast_2615,0,0,0,0,,,,
3430,pg_toast,pg_toast_3429,0,0,0,0,,,,
3394,pg_catalog,pg_init_privs,2,2,1,1,0,0,0,0
2995,pg_catalog,pg_largeobject_metadata,0,0,2,5,,,,
4145,pg_toast,pg_toast_3466,0,0,0,0,,,,
2328,pg_catalog,pg_foreign_data_wrapper,0,0,6,420,0,0,0,0
2606,pg_catalog,pg_constraint,6,1153,21,846,0,0,0,0
1249,pg_catalog,pg_attribute,168,44382,39,84943,,,,
13160,pg_toast,pg_toast_13158,0,0,0,0,,,,
2607,pg_catalog,pg_conversion,3,3,3,3,,,,
2616,pg_catalog,pg_opclass,7,35725,14,12937,,,,
4169,pg_toast,pg_toast_3600,0,0,0,0,,,,
826,pg_catalog,pg_default_acl,0,0,2,2,0,0,0,0
3118,pg_catalog,pg_foreign_table,0,0,1,11,0,0,0,0
