ACDT,0 years 0 mons 0 days 10 hours 30 mins 0.00 secs,true
ACSST,0 years 0 mons 0 days 10 hours 30 mins 0.00 secs,true
ACST,0 years 0 mons 0 days 9 hours 30 mins 0.00 secs,false
ACT,0 years 0 mons 0 days -5 hours 0 mins -0.00 secs,false
ACWST,0 years 0 mons 0 days 8 hours 45 mins 0.00 secs,false
ADT,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,true
AEDT,0 years 0 mons 0 days 11 hours 0 mins 0.00 secs,true
AESST,0 years 0 mons 0 days 11 hours 0 mins 0.00 secs,true
AEST,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,false
AFT,0 years 0 mons 0 days 4 hours 30 mins 0.00 secs,false
AKDT,0 years 0 mons 0 days -8 hours 0 mins -0.00 secs,true
AKST,0 years 0 mons 0 days -9 hours 0 mins -0.00 secs,false
ALMST,0 years 0 mons 0 days 7 hours 0 mins 0.00 secs,true
ALMT,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,false
AMST,0 years 0 mons 0 days 4 hours 0 mins 0.00 secs,false
AMT,0 years 0 mons 0 days -4 hours 0 mins -0.00 secs,false
ANAST,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
ANAT,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
ARST,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,false
ART,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,false
AST,0 years 0 mons 0 days -4 hours 0 mins -0.00 secs,false
AWSST,0 years 0 mons 0 days 9 hours 0 mins 0.00 secs,true
AWST,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
AZOST,0 years 0 mons 0 days 0 hours 0 mins 0.00 secs,true
AZOT,0 years 0 mons 0 days -1 hours 0 mins -0.00 secs,false
AZST,0 years 0 mons 0 days 4 hours 0 mins 0.00 secs,false
AZT,0 years 0 mons 0 days 4 hours 0 mins 0.00 secs,false
BDST,0 years 0 mons 0 days 2 hours 0 mins 0.00 secs,true
BDT,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,false
BNT,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
BORT,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
BOT,0 years 0 mons 0 days -4 hours 0 mins -0.00 secs,false
BRA,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,false
BRST,0 years 0 mons 0 days -2 hours 0 mins -0.00 secs,true
BRT,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,false
BST,0 years 0 mons 0 days 1 hours 0 mins 0.00 secs,true
BTT,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,false
CADT,0 years 0 mons 0 days 10 hours 30 mins 0.00 secs,true
CAST,0 years 0 mons 0 days 9 hours 30 mins 0.00 secs,false
CCT,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
CDT,0 years 0 mons 0 days -5 hours 0 mins -0.00 secs,true
CEST,0 years 0 mons 0 days 2 hours 0 mins 0.00 secs,true
CET,0 years 0 mons 0 days 1 hours 0 mins 0.00 secs,false
CETDST,0 years 0 mons 0 days 2 hours 0 mins 0.00 secs,true
CHADT,0 years 0 mons 0 days 13 hours 45 mins 0.00 secs,true
CHAST,0 years 0 mons 0 days 12 hours 45 mins 0.00 secs,false
CHUT,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,false
CKT,0 years 0 mons 0 days -10 hours 0 mins -0.00 secs,false
CLST,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,true
CLT,0 years 0 mons 0 days -4 hours 0 mins -0.00 secs,false
COT,0 years 0 mons 0 days -5 hours 0 mins -0.00 secs,false
CST,0 years 0 mons 0 days -6 hours 0 mins -0.00 secs,false
CXT,0 years 0 mons 0 days 7 hours 0 mins 0.00 secs,false
DAVT,0 years 0 mons 0 days 7 hours 0 mins 0.00 secs,false
DDUT,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,false
EASST,0 years 0 mons 0 days -6 hours 0 mins -0.00 secs,false
EAST,0 years 0 mons 0 days -6 hours 0 mins -0.00 secs,false
EAT,0 years 0 mons 0 days 3 hours 0 mins 0.00 secs,false
EDT,0 years 0 mons 0 days -4 hours 0 mins -0.00 secs,true
EEST,0 years 0 mons 0 days 3 hours 0 mins 0.00 secs,true
EET,0 years 0 mons 0 days 2 hours 0 mins 0.00 secs,false
EETDST,0 years 0 mons 0 days 3 hours 0 mins 0.00 secs,true
EGST,0 years 0 mons 0 days 0 hours 0 mins 0.00 secs,true
EGT,0 years 0 mons 0 days -1 hours 0 mins -0.00 secs,false
EST,0 years 0 mons 0 days -5 hours 0 mins -0.00 secs,false
FET,0 years 0 mons 0 days 3 hours 0 mins 0.00 secs,false
FJST,0 years 0 mons 0 days 13 hours 0 mins 0.00 secs,true
FJT,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
FKST,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,false
FKT,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,false
FNST,0 years 0 mons 0 days -1 hours 0 mins -0.00 secs,true
FNT,0 years 0 mons 0 days -2 hours 0 mins -0.00 secs,false
GALT,0 years 0 mons 0 days -6 hours 0 mins -0.00 secs,false
GAMT,0 years 0 mons 0 days -9 hours 0 mins -0.00 secs,false
GEST,0 years 0 mons 0 days 4 hours 0 mins 0.00 secs,false
GET,0 years 0 mons 0 days 4 hours 0 mins 0.00 secs,false
GFT,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,false
GILT,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
GMT,0 years 0 mons 0 days 0 hours 0 mins 0.00 secs,false
GYT,0 years 0 mons 0 days -4 hours 0 mins -0.00 secs,false
HKT,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
HST,0 years 0 mons 0 days -10 hours 0 mins -0.00 secs,false
ICT,0 years 0 mons 0 days 7 hours 0 mins 0.00 secs,false
IDT,0 years 0 mons 0 days 3 hours 0 mins 0.00 secs,true
IOT,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,false
IRKST,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
IRKT,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
IRT,0 years 0 mons 0 days 3 hours 30 mins 0.00 secs,false
IST,0 years 0 mons 0 days 2 hours 0 mins 0.00 secs,false
JAYT,0 years 0 mons 0 days 9 hours 0 mins 0.00 secs,false
JST,0 years 0 mons 0 days 9 hours 0 mins 0.00 secs,false
KDT,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,true
KGST,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,true
KGT,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,false
KOST,0 years 0 mons 0 days 11 hours 0 mins 0.00 secs,false
KRAST,0 years 0 mons 0 days 7 hours 0 mins 0.00 secs,false
KRAT,0 years 0 mons 0 days 7 hours 0 mins 0.00 secs,false
KST,0 years 0 mons 0 days 9 hours 0 mins 0.00 secs,false
LHDT,0 years 0 mons 0 days 10 hours 30 mins 0.00 secs,false
LHST,0 years 0 mons 0 days 10 hours 30 mins 0.00 secs,false
LIGT,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,false
LINT,0 years 0 mons 0 days 14 hours 0 mins 0.00 secs,false
LKT,0 years 0 mons 0 days 5 hours 30 mins 0.00 secs,false
MAGST,0 years 0 mons 0 days 11 hours 0 mins 0.00 secs,false
MAGT,0 years 0 mons 0 days 11 hours 0 mins 0.00 secs,false
MART,0 years 0 mons 0 days -9 hours -30 mins -0.00 secs,false
MAWT,0 years 0 mons 0 days 5 hours 0 mins 0.00 secs,false
MDT,0 years 0 mons 0 days -6 hours 0 mins -0.00 secs,true
MEST,0 years 0 mons 0 days 2 hours 0 mins 0.00 secs,true
MESZ,0 years 0 mons 0 days 2 hours 0 mins 0.00 secs,true
MET,0 years 0 mons 0 days 1 hours 0 mins 0.00 secs,false
METDST,0 years 0 mons 0 days 2 hours 0 mins 0.00 secs,true
MEZ,0 years 0 mons 0 days 1 hours 0 mins 0.00 secs,false
MHT,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
MMT,0 years 0 mons 0 days 6 hours 30 mins 0.00 secs,false
MPT,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,false
MSD,0 years 0 mons 0 days 4 hours 0 mins 0.00 secs,true
MSK,0 years 0 mons 0 days 3 hours 0 mins 0.00 secs,false
MST,0 years 0 mons 0 days -7 hours 0 mins -0.00 secs,false
MUST,0 years 0 mons 0 days 5 hours 0 mins 0.00 secs,true
MUT,0 years 0 mons 0 days 4 hours 0 mins 0.00 secs,false
MVT,0 years 0 mons 0 days 5 hours 0 mins 0.00 secs,false
MYT,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
NDT,0 years 0 mons 0 days -2 hours -30 mins -0.00 secs,true
NFT,0 years 0 mons 0 days -3 hours -30 mins -0.00 secs,false
NOVST,0 years 0 mons 0 days 7 hours 0 mins 0.00 secs,false
NOVT,0 years 0 mons 0 days 7 hours 0 mins 0.00 secs,false
NPT,0 years 0 mons 0 days 5 hours 45 mins 0.00 secs,false
NST,0 years 0 mons 0 days -3 hours -30 mins -0.00 secs,false
NUT,0 years 0 mons 0 days -11 hours 0 mins -0.00 secs,false
NZDT,0 years 0 mons 0 days 13 hours 0 mins 0.00 secs,true
NZST,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
NZT,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
OMSST,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,false
OMST,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,false
PDT,0 years 0 mons 0 days -7 hours 0 mins -0.00 secs,true
PET,0 years 0 mons 0 days -5 hours 0 mins -0.00 secs,false
PETST,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
PETT,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
PGT,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,false
PHOT,0 years 0 mons 0 days 13 hours 0 mins 0.00 secs,false
PHT,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
PKST,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,true
PKT,0 years 0 mons 0 days 5 hours 0 mins 0.00 secs,false
PMDT,0 years 0 mons 0 days -2 hours 0 mins -0.00 secs,true
PMST,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,false
PONT,0 years 0 mons 0 days 11 hours 0 mins 0.00 secs,false
PST,0 years 0 mons 0 days -8 hours 0 mins -0.00 secs,false
PWT,0 years 0 mons 0 days 9 hours 0 mins 0.00 secs,false
PYST,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,true
PYT,0 years 0 mons 0 days -4 hours 0 mins -0.00 secs,false
RET,0 years 0 mons 0 days 4 hours 0 mins 0.00 secs,false
SADT,0 years 0 mons 0 days 10 hours 30 mins 0.00 secs,true
SAST,0 years 0 mons 0 days 2 hours 0 mins 0.00 secs,false
SCT,0 years 0 mons 0 days 4 hours 0 mins 0.00 secs,false
SGT,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
TAHT,0 years 0 mons 0 days -10 hours 0 mins -0.00 secs,false
TFT,0 years 0 mons 0 days 5 hours 0 mins 0.00 secs,false
TJT,0 years 0 mons 0 days 5 hours 0 mins 0.00 secs,false
TKT,0 years 0 mons 0 days 13 hours 0 mins 0.00 secs,false
TMT,0 years 0 mons 0 days 5 hours 0 mins 0.00 secs,false
TOT,0 years 0 mons 0 days 13 hours 0 mins 0.00 secs,false
TRUT,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,false
TVT,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
UCT,0 years 0 mons 0 days 0 hours 0 mins 0.00 secs,false
ULAST,0 years 0 mons 0 days 9 hours 0 mins 0.00 secs,true
ULAT,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,false
UT,0 years 0 mons 0 days 0 hours 0 mins 0.00 secs,false
UTC,0 years 0 mons 0 days 0 hours 0 mins 0.00 secs,false
UYST,0 years 0 mons 0 days -2 hours 0 mins -0.00 secs,true
UYT,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,false
UZST,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,true
UZT,0 years 0 mons 0 days 5 hours 0 mins 0.00 secs,false
VET,0 years 0 mons 0 days -4 hours 0 mins -0.00 secs,false
VLAST,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,false
VLAT,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,false
VOLT,0 years 0 mons 0 days 4 hours 0 mins 0.00 secs,false
VUT,0 years 0 mons 0 days 11 hours 0 mins 0.00 secs,false
WADT,0 years 0 mons 0 days 8 hours 0 mins 0.00 secs,true
WAKT,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
WAST,0 years 0 mons 0 days 7 hours 0 mins 0.00 secs,false
WAT,0 years 0 mons 0 days 1 hours 0 mins 0.00 secs,false
WDT,0 years 0 mons 0 days 9 hours 0 mins 0.00 secs,true
WET,0 years 0 mons 0 days 0 hours 0 mins 0.00 secs,false
WETDST,0 years 0 mons 0 days 1 hours 0 mins 0.00 secs,true
WFT,0 years 0 mons 0 days 12 hours 0 mins 0.00 secs,false
WGST,0 years 0 mons 0 days -2 hours 0 mins -0.00 secs,true
WGT,0 years 0 mons 0 days -3 hours 0 mins -0.00 secs,false
XJT,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,false
YAKST,0 years 0 mons 0 days 9 hours 0 mins 0.00 secs,false
YAKT,0 years 0 mons 0 days 9 hours 0 mins 0.00 secs,false
YAPT,0 years 0 mons 0 days 10 hours 0 mins 0.00 secs,false
YEKST,0 years 0 mons 0 days 6 hours 0 mins 0.00 secs,true
YEKT,0 years 0 mons 0 days 5 hours 0 mins 0.00 secs,false
Z,0 years 0 mons 0 days 0 hours 0 mins 0.00 secs,false
ZULU,0 years 0 mons 0 days 0 hours 0 mins 0.00 secs,false
